,customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy_level,renew_offer_type,sales_channel,vehicle_class,vehicle_size,number_of_open_complaints,number_of_policies
564,FR55658,California,No,Extended,Master,2011-01-27,Employed,M,Rural,Divorced,Personal Auto,2,Offer1,Branch,Four-Door Car,Medsize,0,1
565,XS12556,California,No,Basic,College,2011-01-06,Unemployed,F,Suburban,Married,Corporate Auto,2,Offer4,Call Center,Sports Car,Medsize,0,1
566,ZU73588,California,Yes,Premium,College,2011-01-19,Employed,M,Suburban,Single,Personal Auto,3,Offer2,Branch,Sports Car,Medsize,0,1
567,WT43034,California,No,Premium,High School or Below,2011-01-15,Unemployed,F,Suburban,Married,Personal Auto,3,Offer3,Call Center,SUV,Medsize,0,3
568,VM13430,Oregon,Yes,Basic,Bachelor,2011-01-14,Employed,F,Urban,Married,Corporate Auto,3,Offer2,Branch,SUV,Medsize,0,3
569,TC78849,Oregon,No,Basic,Bachelor,2011-02-12,Employed,M,Rural,Married,Personal Auto,3,Offer2,Branch,Two-Door Car,Medsize,0,1
570,VC34764,California,Yes,Basic,College,2011-01-23,Retired,M,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,2
571,WO90953,Oregon,No,Basic,College,2011-01-21,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Branch,Two-Door Car,Small,0,3
572,IU47468,Oregon,No,Extended,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Special Auto,2,Offer3,Web,Two-Door Car,Small,0,6
573,KO46064,California,No,Basic,Bachelor,2011-02-25,Employed,M,Rural,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,1
574,RB34917,Arizona,No,Basic,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,2,Offer2,Branch,Four-Door Car,Small,0,4
575,BI38192,Oregon,No,Basic,High School or Below,2011-02-01,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,2
576,PU18983,Oregon,No,Basic,High School or Below,2011-02-04,Employed,F,Suburban,Divorced,Personal Auto,1,Offer1,Call Center,Sports Car,Small,2,3
577,SW79912,Oregon,No,Basic,Bachelor,2011-01-22,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Two-Door Car,Small,0,1
578,ES39217,Oregon,No,Extended,Bachelor,2011-02-19,Employed,F,Suburban,Married,Personal Auto,1,Offer4,Web,Four-Door Car,Small,1,7
579,OY51402,Washington,No,Basic,High School or Below,2011-01-14,Employed,F,Rural,Married,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,4
580,UA19178,Oregon,No,Basic,Master,2011-02-10,Employed,F,Urban,Married,Personal Auto,2,Offer2,Call Center,Four-Door Car,Small,0,3
581,PR53785,Arizona,No,Basic,High School or Below,2011-02-22,Unemployed,F,Suburban,Married,Personal Auto,3,Offer1,Branch,Luxury Car,Small,1,1
582,RJ85627,Washington,No,Basic,Bachelor,2011-01-05,Employed,F,Urban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,1,2
583,CN90378,California,No,Extended,High School or Below,2011-02-27,Employed,F,Rural,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Large,3,5
584,KI56154,Nevada,Yes,Basic,High School or Below,2011-01-24,Unemployed,M,Suburban,Married,Personal Auto,1,Offer2,Web,Sports Car,Medsize,0,3
585,UI55951,California,Yes,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal Auto,1,Offer1,Agent,Four-Door Car,Medsize,0,9
586,FF28650,Oregon,No,Basic,Bachelor,2011-01-03,Retired,M,Suburban,Divorced,Personal Auto,3,Offer2,Web,SUV,Medsize,0,3
587,FS55302,California,No,Basic,Bachelor,2011-02-17,Employed,M,Suburban,Married,Personal Auto,3,Offer3,Call Center,Four-Door Car,Medsize,1,1
588,TN79487,California,Yes,Basic,Bachelor,2011-01-02,Retired,M,Suburban,Divorced,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,1,3
589,HG32616,Nevada,No,Extended,High School or Below,2011-02-25,Employed,M,Urban,Divorced,Personal Auto,3,Offer1,Agent,Sports Car,Medsize,0,1
590,UK41984,Arizona,No,Basic,Doctor,2011-02-21,Unemployed,F,Suburban,Divorced,Personal Auto,2,Offer1,Agent,SUV,Medsize,2,1
591,LZ52266,California,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Personal Auto,1,Offer1,Agent,Four-Door Car,Large,0,1
592,PM27367,California,No,Basic,Master,2011-02-27,Employed,F,Rural,Single,Special Auto,3,Offer2,Branch,Two-Door Car,Medsize,1,1
593,ZK21724,Oregon,No,Basic,High School or Below,2011-02-10,Unemployed,F,Suburban,Single,Personal Auto,1,Offer3,Call Center,SUV,Large,0,1
594,QV59143,Washington,No,Premium,High School or Below,2011-02-02,Unemployed,F,Suburban,Married,Special Auto,2,Offer1,Web,Four-Door Car,Large,0,6
595,QE22757,Nevada,Yes,Basic,Doctor,2011-01-29,Employed,M,Rural,Divorced,Personal Auto,3,Offer1,Agent,Four-Door Car,Large,0,1
596,ON77649,Oregon,No,Basic,College,2011-01-29,Employed,F,Urban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
597,RN82884,Arizona,Yes,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,1,1
598,CQ75652,Oregon,No,Premium,College,2011-01-08,Unemployed,M,Suburban,Divorced,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,4
599,FF58467,Arizona,No,Basic,Master,2011-02-05,Employed,F,Rural,Divorced,Personal Auto,3,Offer3,Call Center,Four-Door Car,Medsize,0,3
600,BS83666,Oregon,No,Basic,Bachelor,2011-02-13,Employed,M,Rural,Divorced,Corporate Auto,3,Offer1,Agent,Four-Door Car,Large,0,2
601,WO29605,Oregon,No,Basic,College,2011-02-25,Employed,F,Rural,Married,Personal Auto,1,Offer1,Call Center,Two-Door Car,Small,0,1
602,TL77607,California,No,Basic,Bachelor,2011-02-05,Employed,M,Urban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,2
603,EZ50606,Oregon,No,Basic,High School or Below,2011-02-14,Unemployed,F,Suburban,Married,Corporate Auto,3,Offer4,Web,SUV,Medsize,0,2
604,OS39723,Oregon,No,Basic,Doctor,2011-01-23,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Call Center,Two-Door Car,Small,0,7
605,FN69743,California,Yes,Basic,College,2011-01-01,Retired,M,Suburban,Married,Corporate Auto,1,Offer2,Agent,Two-Door Car,Medsize,1,5
606,XW96958,Nevada,No,Premium,High School or Below,2011-02-20,Unemployed,M,Suburban,Single,Corporate Auto,3,Offer1,Agent,Four-Door Car,Large,0,6
607,TU92578,California,No,Extended,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,1,Offer1,Agent,SUV,Medsize,0,2
608,IJ50779,Washington,Yes,Basic,High School or Below,2011-02-20,Medical Leave,M,Suburban,Single,Personal Auto,3,Offer1,Call Center,SUV,Medsize,0,2
609,YE68736,California,No,Premium,Bachelor,2011-02-07,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Call Center,SUV,Medsize,1,1
610,OB96537,Oregon,No,Basic,Master,2011-02-22,Employed,M,Suburban,Divorced,Special Auto,2,Offer1,Web,Four-Door Car,Medsize,0,3
611,EU68825,Oregon,No,Basic,Master,2011-01-02,Employed,F,Rural,Married,Personal Auto,3,Offer4,Agent,Sports Car,Small,1,3
612,CC31456,Arizona,No,Extended,Bachelor,2011-01-05,Employed,M,Rural,Married,Special Auto,2,Offer2,Web,Four-Door Car,Medsize,0,3
613,DJ77787,Arizona,No,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Married,Personal Auto,2,Offer3,Call Center,Four-Door Car,Medsize,3,2
614,LN26837,California,Yes,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Call Center,Four-Door Car,Small,0,1
615,YI92916,Nevada,No,Premium,Master,2011-01-17,Employed,M,Urban,Married,Corporate Auto,3,Offer2,Call Center,Four-Door Car,Small,0,1
616,NW54906,Oregon,Yes,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Branch,SUV,Small,0,2
617,ME77513,Nevada,No,Premium,Master,2011-02-22,Employed,F,Urban,Married,Corporate Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,7
618,UK76891,California,No,Basic,College,2011-02-04,Employed,F,Suburban,Married,Corporate Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,7
619,SI26888,Nevada,No,Basic,High School or Below,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Web,Four-Door Car,Medsize,0,8
620,YD74948,Oregon,Yes,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
621,CA86085,Washington,No,Basic,High School or Below,2011-02-22,Employed,M,Suburban,Single,Personal Auto,3,Offer2,Branch,Four-Door Car,Large,0,9
622,BW52697,California,No,Basic,College,2011-01-01,Employed,F,Urban,Married,Personal Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,3
623,NL41409,Oregon,No,Basic,Bachelor,2011-02-14,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Web,Two-Door Car,Large,0,1
624,OD69005,Arizona,No,Extended,High School or Below,2011-01-28,Employed,F,Rural,Married,Personal Auto,3,Offer3,Agent,Four-Door Car,Medsize,0,2
625,ZZ91716,California,No,Extended,Bachelor,2011-01-22,Unemployed,F,Suburban,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Small,0,1
626,UK70255,California,No,Extended,College,2011-01-30,Employed,F,Rural,Single,Personal Auto,3,Offer4,Web,Sports Car,Medsize,0,2
627,QT25383,Nevada,No,Extended,High School or Below,2011-01-18,Employed,M,Suburban,Single,Personal Auto,3,Offer1,Branch,Two-Door Car,Small,2,5
628,AW18068,Arizona,No,Extended,High School or Below,2011-02-22,Unemployed,M,Suburban,Single,Personal Auto,1,Offer1,Agent,Two-Door Car,Medsize,0,2
629,NS45347,Oregon,No,Basic,College,2011-01-03,Medical Leave,F,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,5
630,FV19421,California,No,Basic,Bachelor,2011-01-10,Unemployed,M,Urban,Married,Personal Auto,1,Offer1,Branch,Four-Door Car,Medsize,0,2
631,XW89091,California,Yes,Basic,College,2011-01-28,Employed,M,Rural,Married,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,2
632,YC11951,Oregon,Yes,Extended,High School or Below,2011-02-20,Employed,M,Rural,Divorced,Corporate Auto,2,Offer1,Agent,Four-Door Car,Medsize,1,6
633,UY18770,California,Yes,Premium,Bachelor,2011-01-05,Retired,F,Suburban,Married,Personal Auto,3,Offer1,Agent,Luxury SUV,Medsize,0,1
634,RA49085,California,No,Basic,College,2011-02-28,Employed,F,Rural,Married,Corporate Auto,3,Offer4,Branch,Four-Door Car,Large,1,1
635,BG84194,Oregon,No,Basic,College,2011-02-18,Employed,M,Rural,Married,Special Auto,3,Offer2,Branch,SUV,Medsize,2,1
636,GM62071,Washington,No,Basic,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Call Center,Luxury Car,Large,3,2
637,MR67738,Oregon,No,Basic,High School or Below,2011-02-04,Employed,F,Suburban,Married,Personal Auto,1,Offer2,Branch,Four-Door Car,Small,0,1
638,DM95829,California,No,Basic,College,2011-02-24,Medical Leave,M,Suburban,Married,Personal Auto,3,Offer4,Call Center,Two-Door Car,Medsize,0,1
639,DB75522,California,No,Extended,College,2011-02-26,Employed,F,Suburban,Married,Special Auto,2,Offer2,Branch,Four-Door Car,Small,0,3
640,RZ27571,Washington,No,Basic,Bachelor,2011-02-13,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,1
641,WW30771,Arizona,No,Basic,Master,2011-02-13,Employed,M,Suburban,Married,Personal Auto,3,Offer4,Branch,Four-Door Car,Small,0,1
642,QP65569,Arizona,Yes,Premium,High School or Below,2011-02-27,Employed,M,Suburban,Single,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,2
643,TN50051,California,No,Basic,Doctor,2011-02-06,Employed,F,Urban,Divorced,Personal Auto,1,Offer3,Web,Two-Door Car,Medsize,0,1
644,GT62080,Washington,No,Basic,High School or Below,2011-01-29,Employed,M,Urban,Divorced,Personal Auto,2,Offer1,Call Center,Four-Door Car,Medsize,0,2
645,JA41698,Nevada,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Corporate Auto,2,Offer2,Call Center,SUV,Medsize,5,1
646,NX18774,Oregon,No,Basic,Bachelor,2011-01-03,Employed,M,Suburban,Divorced,Corporate Auto,3,Offer1,Call Center,SUV,Medsize,0,6
647,DA69469,Oregon,No,Extended,College,2011-01-16,Employed,F,Rural,Married,Personal Auto,3,Offer2,Branch,Two-Door Car,Medsize,0,2
648,CN23147,Oregon,No,Premium,Bachelor,2011-02-27,Employed,M,Suburban,Married,Corporate Auto,3,Offer1,Branch,Four-Door Car,Medsize,1,2
649,RA68844,Oregon,No,Extended,College,2011-01-24,Unemployed,M,Suburban,Single,Personal Auto,2,Offer2,Web,SUV,Small,0,6
650,GH42026,Oregon,No,Basic,Bachelor,2011-02-22,Employed,M,Rural,Single,Personal Auto,3,Offer3,Branch,SUV,Medsize,0,9
651,BD16530,Arizona,No,Basic,Bachelor,2011-01-09,Employed,F,Urban,Divorced,Personal Auto,1,Offer1,Agent,Four-Door Car,Medsize,0,2
652,JH91579,Oregon,Yes,Extended,Bachelor,2011-01-27,Unemployed,F,Suburban,Divorced,Personal Auto,2,Offer1,Call Center,Two-Door Car,Large,0,5
653,WK23685,Oregon,No,Extended,Bachelor,2011-01-06,Employed,F,Rural,Married,Corporate Auto,2,Offer1,Agent,Four-Door Car,Medsize,1,5
654,ZJ18419,Washington,No,Extended,College,2011-02-28,Unemployed,F,Suburban,Married,Personal Auto,1,Offer1,Branch,Four-Door Car,Small,0,8
655,PI78084,Arizona,No,Basic,High School or Below,2011-01-09,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,3
656,ZF40671,Washington,No,Premium,Master,2011-02-09,Medical Leave,F,Urban,Married,Personal Auto,2,Offer2,Call Center,Two-Door Car,Medsize,0,2
657,UG34438,Washington,No,Extended,College,2011-01-16,Employed,F,Rural,Married,Personal Auto,3,Offer1,Branch,SUV,Medsize,0,3
658,UK25655,Oregon,No,Extended,Bachelor,2011-01-14,Employed,F,Rural,Married,Personal Auto,2,Offer2,Call Center,Two-Door Car,Medsize,0,1
659,QR45101,Oregon,No,Basic,Bachelor,2011-02-26,Unemployed,M,Suburban,Married,Corporate Auto,3,Offer1,Branch,Two-Door Car,Medsize,0,2
660,EL93539,California,Yes,Basic,Master,2011-01-31,Employed,M,Rural,Divorced,Special Auto,3,Offer2,Branch,Four-Door Car,Small,0,3
661,DG80424,Washington,No,Basic,College,2011-01-24,Employed,F,Urban,Married,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,1
662,DP46882,California,Yes,Extended,High School or Below,2011-01-20,Retired,F,Suburban,Married,Corporate Auto,2,Offer2,Agent,Four-Door Car,Large,0,1
663,WP41146,California,No,Basic,High School or Below,2011-01-01,Unemployed,F,Suburban,Married,Personal Auto,2,Offer1,Branch,Four-Door Car,Medsize,1,7
664,TK60799,Arizona,No,Basic,High School or Below,2011-01-08,Employed,F,Rural,Married,Personal Auto,3,Offer2,Agent,SUV,Small,0,1
665,DN29808,California,No,Basic,College,2011-02-03,Employed,F,Suburban,Married,Corporate Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
666,SS59521,Oregon,No,Basic,College,2011-01-02,Unemployed,F,Suburban,Married,Personal Auto,3,Offer3,Agent,Two-Door Car,Medsize,1,4
667,NG66579,Oregon,No,Basic,Bachelor,2011-01-06,Employed,M,Urban,Married,Personal Auto,3,Offer2,Web,Two-Door Car,Medsize,0,6
668,TC14209,Arizona,No,Extended,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,8
669,ED50963,California,No,Basic,High School or Below,2011-01-29,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Small,1,1
670,GP40701,California,No,Basic,Bachelor,2011-02-14,Employed,F,Suburban,Married,Personal Auto,2,Offer2,Web,Four-Door Car,Medsize,0,2
671,CP98451,Oregon,No,Basic,College,2011-01-02,Employed,F,Urban,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,9
672,NX52648,California,No,Extended,High School or Below,2011-01-02,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Branch,Two-Door Car,Medsize,0,1
673,ZC32510,Arizona,No,Premium,High School or Below,2011-02-22,Employed,M,Suburban,Married,Personal Auto,1,Offer3,Branch,Four-Door Car,Small,3,3
674,NG27780,Oregon,No,Basic,College,2011-01-15,Unemployed,M,Rural,Married,Corporate Auto,1,Offer2,Agent,Four-Door Car,Medsize,0,1
675,HN95240,Arizona,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Corporate Auto,1,Offer1,Agent,Four-Door Car,Small,0,9
676,EB59129,Oregon,No,Basic,Bachelor,2011-02-18,Employed,F,Rural,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,1
677,RA70851,Oregon,No,Extended,High School or Below,2011-01-12,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,3
678,PM19162,Oregon,No,Basic,Bachelor,2011-01-16,Employed,M,Suburban,Divorced,Personal Auto,2,Offer2,Call Center,Four-Door Car,Medsize,2,2
679,MS59005,Nevada,No,Extended,Bachelor,2011-01-23,Employed,M,Suburban,Single,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,3
680,SU71163,Arizona,No,Basic,College,2011-01-07,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Branch,Two-Door Car,Medsize,4,1
681,BD35676,Arizona,No,Extended,Master,2011-01-04,Employed,M,Urban,Single,Personal Auto,1,Offer2,Branch,SUV,Medsize,0,2
682,NI44621,Oregon,No,Extended,Master,2011-01-03,Employed,F,Rural,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,1,3
683,EW33419,California,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Married,Corporate Auto,2,Offer2,Call Center,SUV,Medsize,1,2
684,HX44948,Oregon,No,Basic,Bachelor,2011-01-28,Employed,M,Rural,Married,Special Auto,2,Offer3,Agent,Four-Door Car,Medsize,0,3
685,DL36983,Oregon,No,Premium,High School or Below,2011-01-24,Employed,F,Suburban,Divorced,Personal Auto,3,Offer1,Agent,Two-Door Car,Medsize,3,7
686,XR87264,California,No,Premium,Bachelor,2011-01-08,Employed,F,Suburban,Married,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,1
687,NN99001,Arizona,No,Extended,College,2011-02-23,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Small,0,9
688,XV95530,Oregon,No,Basic,Bachelor,2011-01-16,Employed,M,Rural,Married,Personal Auto,3,Offer4,Web,Two-Door Car,Large,0,2
689,OL97871,Oregon,No,Extended,Bachelor,2011-01-23,Employed,F,Urban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,1,7
690,HQ23708,Arizona,No,Basic,Master,2011-01-31,Employed,F,Rural,Married,Personal Auto,3,Offer4,Web,Two-Door Car,Medsize,0,2
691,WR63188,Arizona,No,Basic,College,2011-01-16,Employed,M,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,1,2
692,NG82219,Oregon,Yes,Basic,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
693,GB33195,Washington,No,Basic,High School or Below,2011-01-12,Unemployed,M,Suburban,Single,Personal Auto,3,Offer4,Branch,Four-Door Car,Medsize,0,1
694,RE46783,California,Yes,Premium,Bachelor,2011-01-28,Employed,F,Suburban,Single,Personal Auto,2,Offer1,Branch,Two-Door Car,Medsize,0,1
695,RU94434,Oregon,Yes,Premium,High School or Below,2011-02-27,Employed,M,Suburban,Single,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,2
696,GI82355,Arizona,No,Basic,Bachelor,2011-01-02,Unemployed,M,Suburban,Married,Corporate Auto,1,Offer2,Web,Four-Door Car,Medsize,0,7
697,VO26340,Nevada,No,Extended,College,2011-01-02,Unemployed,M,Suburban,Single,Personal Auto,2,Offer3,Agent,Two-Door Car,Medsize,0,6
698,NV61299,Arizona,Yes,Extended,Bachelor,2011-01-20,Employed,F,Urban,Divorced,Corporate Auto,3,Offer2,Web,Four-Door Car,Medsize,0,2
699,PT64580,Washington,No,Basic,Master,2011-01-29,Employed,M,Rural,Married,Personal Auto,1,Offer2,Agent,SUV,Medsize,0,1
700,CY50337,Oregon,No,Extended,College,2011-01-11,Employed,F,Rural,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,2
701,TJ20375,Arizona,No,Basic,High School or Below,2011-01-09,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Web,Two-Door Car,Medsize,0,2
702,EP72155,California,Yes,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Personal Auto,3,Offer1,Branch,Four-Door Car,Small,4,1
703,JJ76159,California,No,Basic,College,2011-01-15,Employed,M,Rural,Divorced,Corporate Auto,3,Offer2,Web,Four-Door Car,Large,0,1
704,BG15419,Nevada,No,Basic,Bachelor,2011-02-12,Employed,F,Rural,Married,Personal Auto,3,Offer1,Agent,Sports Car,Large,0,2
705,AO74776,California,No,Basic,High School or Below,2011-01-21,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Agent,SUV,Large,0,8
706,HQ82233,California,No,Basic,High School or Below,2011-02-27,Employed,M,Urban,Married,Personal Auto,3,Offer3,Call Center,SUV,Medsize,0,2
707,OL72737,Oregon,No,Extended,High School or Below,2011-02-04,Employed,F,Urban,Married,Personal Auto,2,Offer4,Agent,Two-Door Car,Medsize,0,1
708,ZQ59828,California,No,Basic,High School or Below,2011-01-17,Employed,M,Rural,Married,Personal Auto,3,Offer2,Agent,SUV,Medsize,0,1
709,NZ15548,Oregon,No,Premium,Bachelor,2011-01-10,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
710,XK61304,California,No,Basic,College,2011-02-19,Medical Leave,F,Suburban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,4
711,EJ44139,Oregon,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,1,Offer2,Agent,Two-Door Car,Medsize,0,2
712,CM94425,Arizona,No,Basic,Bachelor,2011-01-26,Employed,M,Urban,Divorced,Personal Auto,3,Offer3,Branch,SUV,Medsize,0,1
713,OV54878,California,No,Premium,Bachelor,2011-02-28,Unemployed,M,Suburban,Single,Corporate Auto,2,Offer4,Web,SUV,Medsize,0,1
714,JF57282,Nevada,No,Extended,Bachelor,2011-01-13,Unemployed,M,Suburban,Married,Personal Auto,2,Offer2,Branch,SUV,Small,0,1
715,MY37953,Arizona,No,Basic,Bachelor,2011-01-31,Employed,F,Rural,Married,Personal Auto,2,Offer3,Web,Sports Car,Medsize,1,2
716,XP64922,Oregon,No,Basic,College,2011-02-16,Employed,F,Rural,Married,Corporate Auto,3,Offer4,Agent,Four-Door Car,Medsize,0,1
717,WL65572,California,No,Basic,College,2011-01-08,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
718,LN50325,Arizona,No,Extended,High School or Below,2011-02-03,Employed,F,Suburban,Married,Corporate Auto,3,Offer3,Branch,Sports Car,Medsize,2,9
719,MP53505,Washington,No,Extended,High School or Below,2011-02-11,Employed,F,Rural,Married,Corporate Auto,3,Offer4,Agent,Sports Car,Medsize,0,1
